date,demand,sku,supermarket
2020-10-22,54.0,desperados,dirk
2020-10-23,53.0,desperados,dirk
2020-10-24,50.0,desperados,dirk
2020-10-25,50.0,desperados,dirk
2020-10-26,50.0,desperados,dirk
2020-10-27,,desperados,dirk
2020-10-28,52.0,desperados,dirk
2020-10-29,51.0,desperados,dirk
2020-10-30,51.0,desperados,dirk
2020-10-31,51.0,desperados,dirk
2020-11-01,51.0,desperados,dirk
2020-11-02,52.0,desperados,dirk
2020-11-03,53.0,desperados,dirk
2020-11-04,52.0,desperados,dirk
2020-11-05,51.0,desperados,dirk
2020-11-06,52.0,desperados,dirk
2020-11-07,50.0,desperados,dirk
2020-11-08,49.0,desperados,dirk
2020-11-09,50.0,desperados,dirk
2020-11-10,51.0,desperados,dirk
2020-11-11,53.0,desperados,dirk
2020-11-12,50.0,desperados,dirk
2020-11-13,49.0,desperados,dirk
2020-11-14,51.0,desperados,dirk
2020-11-15,48.0,desperados,dirk
2020-11-16,51.0,desperados,dirk
2020-11-17,49.0,desperados,dirk
2020-11-18,50.0,desperados,dirk
2020-11-19,49.0,desperados,dirk
2020-11-20,54.0,desperados,dirk
2020-11-21,49.0,desperados,dirk
2020-11-22,49.0,desperados,dirk
2020-11-23,49.0,desperados,dirk
2020-11-24,,desperados,dirk
2020-11-25,,desperados,dirk
2020-11-26,,desperados,dirk
2020-11-27,,desperados,dirk
2020-11-28,51.0,desperados,dirk
2020-11-29,47.0,desperados,dirk
2020-11-30,51.0,desperados,dirk
2020-12-01,52.0,desperados,dirk
2020-12-02,49.0,desperados,dirk
2020-12-03,51.0,desperados,dirk
2020-12-04,49.0,desperados,dirk
2020-12-05,47.0,desperados,dirk
2020-12-06,48.0,desperados,dirk
2020-12-07,50.0,desperados,dirk
2020-12-08,,desperados,dirk
2020-12-09,50.0,desperados,dirk
2020-12-10,50.0,desperados,dirk
2020-12-11,50.0,desperados,dirk
2020-12-12,,desperados,dirk
2020-12-13,48.0,desperados,dirk
2020-12-14,46.0,desperados,dirk
2020-12-15,50.0,desperados,dirk
2020-12-16,50.0,desperados,dirk
2020-12-17,54.0,desperados,dirk
2020-12-18,51.0,desperados,dirk
2020-12-19,49.0,desperados,dirk
2020-12-20,49.0,desperados,dirk
2020-12-21,49.0,desperados,dirk
2020-12-22,49.0,desperados,dirk
2020-12-23,48.0,desperados,dirk
2020-12-24,50.0,desperados,dirk
2020-12-25,50.0,desperados,dirk
2020-12-26,50.0,desperados,dirk
2020-12-27,48.0,desperados,dirk
2020-12-28,48.0,desperados,dirk
2020-12-29,49.0,desperados,dirk
2020-12-30,51.0,desperados,dirk
2020-12-31,52.0,desperados,dirk
2021-01-01,50.0,desperados,dirk
2021-01-02,50.0,desperados,dirk
2021-01-03,47.0,desperados,dirk
2021-01-04,50.0,desperados,dirk
2021-01-05,,desperados,dirk
2021-01-06,49.0,desperados,dirk
2021-01-07,50.0,desperados,dirk
2021-01-08,,desperados,dirk
2021-01-09,48.0,desperados,dirk
2021-01-10,50.0,desperados,dirk
2021-01-11,49.0,desperados,dirk
2021-01-12,51.0,desperados,dirk
2021-01-13,49.0,desperados,dirk
2021-01-14,,desperados,dirk
2021-01-15,51.0,desperados,dirk
2021-01-16,49.0,desperados,dirk
2021-01-17,49.0,desperados,dirk
2021-01-18,48.0,desperados,dirk
2021-01-19,,desperados,dirk
2021-01-20,51.0,desperados,dirk
2021-01-21,52.0,desperados,dirk
2021-01-22,,desperados,dirk
2021-01-23,48.0,desperados,dirk
2021-01-24,47.0,desperados,dirk
2021-01-25,49.0,desperados,dirk
2021-01-26,51.0,desperados,dirk
2021-01-27,54.0,desperados,dirk
2021-01-28,52.0,desperados,dirk
2021-01-29,50.0,desperados,dirk
2021-01-30,47.0,desperados,dirk
2021-01-31,50.0,desperados,dirk
2021-02-01,50.0,desperados,dirk
2021-02-02,49.0,desperados,dirk
2021-02-03,53.0,desperados,dirk
2021-02-04,51.0,desperados,dirk
2021-02-05,,desperados,dirk
2021-02-06,47.0,desperados,dirk
2021-02-07,,desperados,dirk
2021-02-08,50.0,desperados,dirk
2021-02-09,50.0,desperados,dirk
2021-02-10,,desperados,dirk
2021-02-11,51.0,desperados,dirk
2021-02-12,,desperados,dirk
2021-02-13,51.0,desperados,dirk
2021-02-14,53.0,desperados,dirk
2021-02-15,52.0,desperados,dirk
2021-02-16,51.0,desperados,dirk
2021-02-17,,desperados,dirk
2021-02-18,52.0,desperados,dirk
2021-02-19,,desperados,dirk
2021-02-20,50.0,desperados,dirk
2021-02-21,51.0,desperados,dirk
2021-02-22,,desperados,dirk
2021-02-23,51.0,desperados,dirk
2021-02-24,50.0,desperados,dirk
2021-02-25,55.0,desperados,dirk
2021-02-26,50.0,desperados,dirk
2021-02-27,50.0,desperados,dirk
2021-02-28,49.0,desperados,dirk
2021-03-01,,desperados,dirk
2021-03-02,53.0,desperados,dirk
2021-03-03,,desperados,dirk
2021-03-04,53.0,desperados,dirk
2021-03-05,51.0,desperados,dirk
2021-03-06,,desperados,dirk
2021-03-07,55.0,desperados,dirk
2021-03-08,52.0,desperados,dirk
2021-03-09,52.0,desperados,dirk
2021-03-10,51.0,desperados,dirk
2021-03-11,53.0,desperados,dirk
2021-03-12,51.0,desperados,dirk
2021-03-13,49.0,desperados,dirk
2021-03-14,52.0,desperados,dirk
2021-03-15,52.0,desperados,dirk
2021-03-16,53.0,desperados,dirk
2021-03-17,55.0,desperados,dirk
2021-03-18,51.0,desperados,dirk
2021-03-19,10.0,desperados,dirk
2021-03-20,51.0,desperados,dirk
2021-03-21,,desperados,dirk
2021-03-22,53.0,desperados,dirk
2021-03-23,54.0,desperados,dirk
2021-03-24,56.0,desperados,dirk
2021-03-25,54.0,desperados,dirk
2021-03-26,53.0,desperados,dirk
2021-03-27,51.0,desperados,dirk
2021-03-28,,desperados,dirk
2021-03-29,51.0,desperados,dirk
2021-03-30,51.0,desperados,dirk
2021-03-31,54.0,desperados,dirk
2021-04-01,55.0,desperados,dirk
2021-04-02,53.0,desperados,dirk
2021-04-03,51.0,desperados,dirk
2021-04-04,53.0,desperados,dirk
2021-04-05,51.0,desperados,dirk
2021-04-06,51.0,desperados,dirk
2021-04-07,56.0,desperados,dirk
2021-04-08,55.0,desperados,dirk
2021-04-09,57.0,desperados,dirk
2021-04-10,51.0,desperados,dirk
2021-04-11,54.0,desperados,dirk
2021-04-12,53.0,desperados,dirk
2021-04-13,58.0,desperados,dirk
2021-04-14,54.0,desperados,dirk
2021-04-15,54.0,desperados,dirk
2021-04-16,55.0,desperados,dirk
2021-04-17,54.0,desperados,dirk
2021-04-18,,desperados,dirk
2021-04-19,55.0,desperados,dirk
2021-04-20,55.0,desperados,dirk
2021-04-21,56.0,desperados,dirk
2021-04-22,56.0,desperados,dirk
2021-04-23,54.0,desperados,dirk
2021-04-24,,desperados,dirk
2021-04-25,54.0,desperados,dirk
2021-04-26,52.0,desperados,dirk
2021-04-27,57.0,desperados,dirk
2021-04-28,56.0,desperados,dirk
2021-04-29,55.0,desperados,dirk
2021-04-30,57.0,desperados,dirk
2021-05-01,54.0,desperados,dirk
2021-05-02,56.0,desperados,dirk
2021-05-03,54.0,desperados,dirk
2021-05-04,58.0,desperados,dirk
2021-05-05,55.0,desperados,dirk
2021-05-06,53.0,desperados,dirk
2021-05-07,53.0,desperados,dirk
2021-05-08,,desperados,dirk
2021-05-09,,desperados,dirk
2021-05-10,57.0,desperados,dirk
2021-05-11,55.0,desperados,dirk
2021-05-12,54.0,desperados,dirk
2021-05-13,57.0,desperados,dirk
2021-05-14,57.0,desperados,dirk
2021-05-15,55.0,desperados,dirk
2021-05-16,55.0,desperados,dirk
2021-05-17,55.0,desperados,dirk
2021-05-18,54.0,desperados,dirk
2021-05-19,57.0,desperados,dirk
2021-05-20,56.0,desperados,dirk
2021-05-21,55.0,desperados,dirk
2021-05-22,55.0,desperados,dirk
2021-05-23,57.0,desperados,dirk
2021-05-24,,desperados,dirk
2021-05-25,58.0,desperados,dirk
2021-05-26,56.0,desperados,dirk
2021-05-27,55.0,desperados,dirk
2021-05-28,57.0,desperados,dirk
2021-05-29,55.0,desperados,dirk
2021-05-30,,desperados,dirk
2021-05-31,54.0,desperados,dirk
2021-06-01,55.0,desperados,dirk
2021-06-02,55.0,desperados,dirk
2021-06-03,58.0,desperados,dirk
2021-06-04,58.0,desperados,dirk
2021-06-05,55.0,desperados,dirk
2021-06-06,56.0,desperados,dirk
2021-06-07,56.0,desperados,dirk
2021-06-08,55.0,desperados,dirk
2021-06-09,57.0,desperados,dirk
2021-06-10,58.0,desperados,dirk
2021-06-11,55.0,desperados,dirk
2021-06-12,58.0,desperados,dirk
2021-06-13,,desperados,dirk
2021-06-14,56.0,desperados,dirk
2021-06-15,56.0,desperados,dirk
2021-06-16,,desperados,dirk
2021-06-17,58.0,desperados,dirk
2021-06-18,,desperados,dirk
2021-06-19,56.0,desperados,dirk
2021-06-20,55.0,desperados,dirk
2021-06-21,56.0,desperados,dirk
2021-06-22,56.0,desperados,dirk
2021-06-23,57.0,desperados,dirk
2021-06-24,58.0,desperados,dirk
2021-06-25,,desperados,dirk
2021-06-26,56.0,desperados,dirk
2021-06-27,,desperados,dirk
2021-06-28,57.0,desperados,dirk
2021-06-29,56.0,desperados,dirk
2021-06-30,58.0,desperados,dirk
2021-07-01,57.0,desperados,dirk
2021-07-02,56.0,desperados,dirk
2021-07-03,54.0,desperados,dirk
2021-07-04,54.0,desperados,dirk
2021-07-05,56.0,desperados,dirk
2021-07-06,,desperados,dirk
2021-07-07,58.0,desperados,dirk
2021-07-08,,desperados,dirk
2021-07-09,57.0,desperados,dirk
2021-07-10,55.0,desperados,dirk
2021-07-11,53.0,desperados,dirk
2021-07-12,56.0,desperados,dirk
2021-07-13,57.0,desperados,dirk
2021-07-14,58.0,desperados,dirk
2021-07-15,59.0,desperados,dirk
2021-07-16,56.0,desperados,dirk
2021-07-17,56.0,desperados,dirk
2021-07-18,56.0,desperados,dirk
2021-07-19,56.0,desperados,dirk
2021-07-20,57.0,desperados,dirk
2021-07-21,,desperados,dirk
2021-07-22,57.0,desperados,dirk
2021-07-23,56.0,desperados,dirk
2021-07-24,,desperados,dirk
2021-07-25,57.0,desperados,dirk
2021-07-26,54.0,desperados,dirk
2021-07-27,57.0,desperados,dirk
2021-07-28,56.0,desperados,dirk
2021-07-29,61.0,desperados,dirk
2021-07-30,56.0,desperados,dirk
2021-07-31,57.0,desperados,dirk
2021-08-01,54.0,desperados,dirk
2021-08-02,60.0,desperados,dirk
2021-08-03,54.0,desperados,dirk
2021-08-04,,desperados,dirk
2021-08-05,56.0,desperados,dirk
2021-08-06,58.0,desperados,dirk
2021-08-07,,desperados,dirk
2021-08-08,55.0,desperados,dirk
2021-08-09,53.0,desperados,dirk
2021-08-10,56.0,desperados,dirk
2021-08-11,57.0,desperados,dirk
2021-08-12,60.0,desperados,dirk
2021-08-13,53.0,desperados,dirk
2021-08-14,56.0,desperados,dirk
2021-08-15,55.0,desperados,dirk
2021-08-16,54.0,desperados,dirk
2021-08-17,56.0,desperados,dirk
2021-08-18,57.0,desperados,dirk
2021-08-19,57.0,desperados,dirk
2021-08-20,56.0,desperados,dirk
2021-08-21,54.0,desperados,dirk
2021-08-22,,desperados,dirk
2021-08-23,,desperados,dirk
2021-08-24,,desperados,dirk
2021-08-25,56.0,desperados,dirk
2021-08-26,57.0,desperados,dirk
2021-08-27,57.0,desperados,dirk
2021-08-28,56.0,desperados,dirk
2021-08-29,54.0,desperados,dirk
2021-08-30,52.0,desperados,dirk
2021-08-31,57.0,desperados,dirk
2021-09-01,58.0,desperados,dirk
2021-09-02,,desperados,dirk
2021-09-03,56.0,desperados,dirk
2021-09-04,56.0,desperados,dirk
2021-09-05,,desperados,dirk
2021-09-06,53.0,desperados,dirk
2021-09-07,55.0,desperados,dirk
2021-09-08,56.0,desperados,dirk
2021-09-09,57.0,desperados,dirk
2021-09-10,57.0,desperados,dirk
2021-09-11,54.0,desperados,dirk
2021-09-12,53.0,desperados,dirk
2021-09-13,54.0,desperados,dirk
2021-09-14,,desperados,dirk
2021-09-15,58.0,desperados,dirk
2021-09-16,55.0,desperados,dirk
2021-09-17,57.0,desperados,dirk
2021-09-18,52.0,desperados,dirk
2021-09-19,53.0,desperados,dirk
2021-09-20,56.0,desperados,dirk
2021-09-21,55.0,desperados,dirk
2021-09-22,55.0,desperados,dirk
2021-09-23,56.0,desperados,dirk
2021-09-24,55.0,desperados,dirk
2021-09-25,54.0,desperados,dirk
2021-09-26,54.0,desperados,dirk
2021-09-27,,desperados,dirk
2021-09-28,55.0,desperados,dirk
2021-09-29,54.0,desperados,dirk
2021-09-30,,desperados,dirk
2021-10-01,53.0,desperados,dirk
2021-10-02,54.0,desperados,dirk
2021-10-03,59.0,desperados,dirk
2021-10-04,59.0,desperados,dirk
2021-10-05,60.0,desperados,dirk
2021-10-06,60.0,desperados,dirk
2021-10-07,60.0,desperados,dirk
2021-10-08,60.0,desperados,dirk
2021-10-09,60.0,desperados,dirk
2021-10-10,60.0,desperados,dirk
2021-10-11,59.0,desperados,dirk
2021-10-12,59.0,desperados,dirk
2021-10-13,61.0,desperados,dirk
2021-10-14,60.0,desperados,dirk
2021-10-15,61.0,desperados,dirk
2021-10-16,61.0,desperados,dirk
2021-10-17,55.0,desperados,dirk
2021-10-18,,desperados,dirk
2021-10-19,53.0,desperados,dirk
2021-10-20,54.0,desperados,dirk
2021-10-21,55.0,desperados,dirk
2021-10-22,,desperados,dirk
2021-10-23,53.0,desperados,dirk
2021-10-24,,desperados,dirk
2021-10-25,51.0,desperados,dirk
2021-10-26,52.0,desperados,dirk
2021-10-27,54.0,desperados,dirk
2021-10-28,52.0,desperados,dirk
2021-10-29,55.0,desperados,dirk
2021-10-30,51.0,desperados,dirk
2021-10-31,,desperados,dirk
2021-11-01,52.0,desperados,dirk
2021-11-02,50.0,desperados,dirk
2021-11-03,,desperados,dirk
2021-11-04,53.0,desperados,dirk
2021-11-05,,desperados,dirk
2021-11-06,56.0,desperados,dirk
2021-11-07,,desperados,dirk
2021-11-08,50.0,desperados,dirk
2021-11-09,53.0,desperados,dirk
2021-11-10,54.0,desperados,dirk
2021-11-11,52.0,desperados,dirk
2021-11-12,53.0,desperados,dirk
2021-11-13,54.0,desperados,dirk
2021-11-14,,desperados,dirk
2021-11-15,50.0,desperados,dirk
2021-11-16,51.0,desperados,dirk
2021-11-17,51.0,desperados,dirk
2021-11-18,52.0,desperados,dirk
2021-11-19,52.0,desperados,dirk
2021-11-20,54.0,desperados,dirk
2021-11-21,49.0,desperados,dirk
2021-11-22,49.0,desperados,dirk
2021-11-23,52.0,desperados,dirk
2021-11-24,54.0,desperados,dirk
2021-11-25,52.0,desperados,dirk
2021-11-26,,desperados,dirk
2021-11-27,52.0,desperados,dirk
2021-11-28,52.0,desperados,dirk
2021-11-29,52.0,desperados,dirk
2021-11-30,53.0,desperados,dirk
2021-12-01,50.0,desperados,dirk
2021-12-02,54.0,desperados,dirk
2021-12-03,52.0,desperados,dirk
2021-12-04,50.0,desperados,dirk
2021-12-05,50.0,desperados,dirk
2021-12-06,50.0,desperados,dirk
2021-12-07,51.0,desperados,dirk
2021-12-08,,desperados,dirk
2021-12-09,52.0,desperados,dirk
2021-12-10,50.0,desperados,dirk
2021-12-11,54.0,desperados,dirk
2021-12-12,51.0,desperados,dirk
2021-12-13,54.0,desperados,dirk
2021-12-14,51.0,desperados,dirk
2021-12-15,55.0,desperados,dirk
2021-12-16,52.0,desperados,dirk
2021-12-17,54.0,desperados,dirk
2021-12-18,52.0,desperados,dirk
2021-12-19,52.0,desperados,dirk
2021-12-20,50.0,desperados,dirk
2021-12-21,52.0,desperados,dirk
2021-12-22,54.0,desperados,dirk
2021-12-23,50.0,desperados,dirk
2021-12-24,51.0,desperados,dirk
2021-12-25,49.0,desperados,dirk
2021-12-26,49.0,desperados,dirk
2021-12-27,52.0,desperados,dirk
2021-12-28,53.0,desperados,dirk
2021-12-29,52.0,desperados,dirk
2021-12-30,,desperados,dirk
2019-01-01,53.0,heineken 0.0,albert-heijn
2019-01-02,54.0,heineken 0.0,albert-heijn
2019-01-03,54.0,heineken 0.0,albert-heijn
2019-01-04,51.0,heineken 0.0,albert-heijn
2019-01-05,50.0,heineken 0.0,albert-heijn
2019-01-06,49.0,heineken 0.0,albert-heijn
2019-01-07,50.0,heineken 0.0,albert-heijn
2019-01-08,59.0,heineken 0.0,albert-heijn
2019-01-09,61.0,heineken 0.0,albert-heijn
2019-01-10,61.0,heineken 0.0,albert-heijn
2019-01-11,59.0,heineken 0.0,albert-heijn
2019-01-12,60.0,heineken 0.0,albert-heijn
2019-01-13,59.0,heineken 0.0,albert-heijn
2019-01-14,60.0,heineken 0.0,albert-heijn
2019-01-15,60.0,heineken 0.0,albert-heijn
2019-01-16,61.0,heineken 0.0,albert-heijn
2019-01-17,61.0,heineken 0.0,albert-heijn
2019-01-18,59.0,heineken 0.0,albert-heijn
2019-01-19,60.0,heineken 0.0,albert-heijn
2019-01-20,,heineken 0.0,albert-heijn
2019-01-21,57.0,heineken 0.0,albert-heijn
2019-01-22,51.0,heineken 0.0,albert-heijn
2019-01-23,55.0,heineken 0.0,albert-heijn
2019-01-24,54.0,heineken 0.0,albert-heijn
2019-01-25,52.0,heineken 0.0,albert-heijn
2019-01-26,50.0,heineken 0.0,albert-heijn
2019-01-27,50.0,heineken 0.0,albert-heijn
2019-01-28,50.0,heineken 0.0,albert-heijn
2019-01-29,,heineken 0.0,albert-heijn
2019-01-30,,heineken 0.0,albert-heijn
2019-01-31,54.0,heineken 0.0,albert-heijn
2019-02-01,55.0,heineken 0.0,albert-heijn
2019-02-02,50.0,heineken 0.0,albert-heijn
2019-02-03,49.0,heineken 0.0,albert-heijn
2019-02-04,49.0,heineken 0.0,albert-heijn
2019-02-05,49.0,heineken 0.0,albert-heijn
2019-02-06,52.0,heineken 0.0,albert-heijn
2019-02-07,53.0,heineken 0.0,albert-heijn
2019-02-08,54.0,heineken 0.0,albert-heijn
2019-02-09,51.0,heineken 0.0,albert-heijn
2019-02-10,48.0,heineken 0.0,albert-heijn
2019-02-11,51.0,heineken 0.0,albert-heijn
2019-02-12,52.0,heineken 0.0,albert-heijn
2019-02-13,52.0,heineken 0.0,albert-heijn
2019-02-14,53.0,heineken 0.0,albert-heijn
2019-02-15,52.0,heineken 0.0,albert-heijn
2019-02-16,50.0,heineken 0.0,albert-heijn
2019-02-17,,heineken 0.0,albert-heijn
2019-02-18,48.0,heineken 0.0,albert-heijn
2019-02-19,52.0,heineken 0.0,albert-heijn
2019-02-20,55.0,heineken 0.0,albert-heijn
2019-02-21,55.0,heineken 0.0,albert-heijn
2019-02-22,54.0,heineken 0.0,albert-heijn
2019-02-23,52.0,heineken 0.0,albert-heijn
2019-02-24,52.0,heineken 0.0,albert-heijn
2019-02-25,49.0,heineken 0.0,albert-heijn
2019-02-26,53.0,heineken 0.0,albert-heijn
2019-02-27,52.0,heineken 0.0,albert-heijn
2019-02-28,54.0,heineken 0.0,albert-heijn
2019-03-01,51.0,heineken 0.0,albert-heijn
2019-03-02,52.0,heineken 0.0,albert-heijn
2019-03-03,52.0,heineken 0.0,albert-heijn
2019-03-04,51.0,heineken 0.0,albert-heijn
2019-03-05,54.0,heineken 0.0,albert-heijn
2019-03-06,53.0,heineken 0.0,albert-heijn
2019-03-07,54.0,heineken 0.0,albert-heijn
2019-03-08,53.0,heineken 0.0,albert-heijn
2019-03-09,50.0,heineken 0.0,albert-heijn
2019-03-10,51.0,heineken 0.0,albert-heijn
2019-03-11,53.0,heineken 0.0,albert-heijn
2019-03-12,51.0,heineken 0.0,albert-heijn
2019-03-13,55.0,heineken 0.0,albert-heijn
2019-03-14,54.0,heineken 0.0,albert-heijn
2019-03-15,,heineken 0.0,albert-heijn
2019-03-16,,heineken 0.0,albert-heijn
2019-03-17,51.0,heineken 0.0,albert-heijn
2019-03-18,52.0,heineken 0.0,albert-heijn
2019-03-19,53.0,heineken 0.0,albert-heijn
2019-03-20,,heineken 0.0,albert-heijn
2019-03-21,,heineken 0.0,albert-heijn
2019-03-22,52.0,heineken 0.0,albert-heijn
2019-03-23,52.0,heineken 0.0,albert-heijn
2019-03-24,51.0,heineken 0.0,albert-heijn
2019-03-25,50.0,heineken 0.0,albert-heijn
2019-03-26,,heineken 0.0,albert-heijn
2019-03-27,56.0,heineken 0.0,albert-heijn
2019-03-28,55.0,heineken 0.0,albert-heijn
2019-03-29,,heineken 0.0,albert-heijn
2019-03-30,49.0,heineken 0.0,albert-heijn
2019-03-31,50.0,heineken 0.0,albert-heijn
2019-04-01,51.0,heineken 0.0,albert-heijn
2019-04-02,52.0,heineken 0.0,albert-heijn
2019-04-03,54.0,heineken 0.0,albert-heijn
2019-04-04,,heineken 0.0,albert-heijn
2019-04-05,53.0,heineken 0.0,albert-heijn
2019-04-06,52.0,heineken 0.0,albert-heijn
2019-04-07,52.0,heineken 0.0,albert-heijn
2019-04-08,51.0,heineken 0.0,albert-heijn
2019-04-09,53.0,heineken 0.0,albert-heijn
2019-04-10,57.0,heineken 0.0,albert-heijn
2019-04-11,56.0,heineken 0.0,albert-heijn
2019-04-12,,heineken 0.0,albert-heijn
2019-04-13,52.0,heineken 0.0,albert-heijn
2019-04-14,,heineken 0.0,albert-heijn
2019-04-15,53.0,heineken 0.0,albert-heijn
2019-04-16,53.0,heineken 0.0,albert-heijn
2019-04-17,54.0,heineken 0.0,albert-heijn
2019-04-18,54.0,heineken 0.0,albert-heijn
2019-04-19,55.0,heineken 0.0,albert-heijn
2019-04-20,53.0,heineken 0.0,albert-heijn
2019-04-21,51.0,heineken 0.0,albert-heijn
2019-04-22,,heineken 0.0,albert-heijn
2019-04-23,53.0,heineken 0.0,albert-heijn
2019-04-24,56.0,heineken 0.0,albert-heijn
2019-04-25,55.0,heineken 0.0,albert-heijn
2019-04-26,55.0,heineken 0.0,albert-heijn
2019-04-27,53.0,heineken 0.0,albert-heijn
2019-04-28,52.0,heineken 0.0,albert-heijn
2019-04-29,51.0,heineken 0.0,albert-heijn
2019-04-30,,heineken 0.0,albert-heijn
2019-05-01,54.0,heineken 0.0,albert-heijn
2019-05-02,56.0,heineken 0.0,albert-heijn
2019-05-03,54.0,heineken 0.0,albert-heijn
2019-05-04,51.0,heineken 0.0,albert-heijn
2019-05-05,,heineken 0.0,albert-heijn
2019-05-06,52.0,heineken 0.0,albert-heijn
2019-05-07,54.0,heineken 0.0,albert-heijn
2019-05-08,55.0,heineken 0.0,albert-heijn
2019-05-09,55.0,heineken 0.0,albert-heijn
2019-05-10,54.0,heineken 0.0,albert-heijn
2019-05-11,53.0,heineken 0.0,albert-heijn
2019-05-12,54.0,heineken 0.0,albert-heijn
2019-05-13,53.0,heineken 0.0,albert-heijn
2019-05-14,53.0,heineken 0.0,albert-heijn
2019-05-15,56.0,heineken 0.0,albert-heijn
2019-05-16,,heineken 0.0,albert-heijn
2019-05-17,54.0,heineken 0.0,albert-heijn
2019-05-18,54.0,heineken 0.0,albert-heijn
2019-05-19,51.0,heineken 0.0,albert-heijn
2019-05-20,51.0,heineken 0.0,albert-heijn
2019-05-21,53.0,heineken 0.0,albert-heijn
2019-05-22,56.0,heineken 0.0,albert-heijn
2019-05-23,56.0,heineken 0.0,albert-heijn
2019-05-24,,heineken 0.0,albert-heijn
2019-05-25,52.0,heineken 0.0,albert-heijn
2019-05-26,53.0,heineken 0.0,albert-heijn
2019-05-27,53.0,heineken 0.0,albert-heijn
2019-05-28,54.0,heineken 0.0,albert-heijn
2019-05-29,56.0,heineken 0.0,albert-heijn
2019-05-30,56.0,heineken 0.0,albert-heijn
2019-05-31,,heineken 0.0,albert-heijn
2019-06-01,54.0,heineken 0.0,albert-heijn
2019-06-02,51.0,heineken 0.0,albert-heijn
2019-06-03,53.0,heineken 0.0,albert-heijn
2019-06-04,54.0,heineken 0.0,albert-heijn
2019-06-05,,heineken 0.0,albert-heijn
2019-06-06,55.0,heineken 0.0,albert-heijn
2019-06-07,55.0,heineken 0.0,albert-heijn
2019-06-08,53.0,heineken 0.0,albert-heijn
2019-06-09,53.0,heineken 0.0,albert-heijn
2019-06-10,52.0,heineken 0.0,albert-heijn
2019-06-11,54.0,heineken 0.0,albert-heijn
2019-06-12,55.0,heineken 0.0,albert-heijn
2019-06-13,55.0,heineken 0.0,albert-heijn
2019-06-14,58.0,heineken 0.0,albert-heijn
2019-06-15,53.0,heineken 0.0,albert-heijn
2019-06-16,51.0,heineken 0.0,albert-heijn
2019-06-17,,heineken 0.0,albert-heijn
2019-06-18,53.0,heineken 0.0,albert-heijn
2019-06-19,56.0,heineken 0.0,albert-heijn
2019-06-20,57.0,heineken 0.0,albert-heijn
2019-06-21,54.0,heineken 0.0,albert-heijn
2019-06-22,53.0,heineken 0.0,albert-heijn
2019-06-23,52.0,heineken 0.0,albert-heijn
2019-06-24,53.0,heineken 0.0,albert-heijn
2019-06-25,53.0,heineken 0.0,albert-heijn
2019-06-26,55.0,heineken 0.0,albert-heijn
2019-06-27,56.0,heineken 0.0,albert-heijn
2019-06-28,56.0,heineken 0.0,albert-heijn
2019-06-29,54.0,heineken 0.0,albert-heijn
2019-06-30,54.0,heineken 0.0,albert-heijn
2019-07-01,53.0,heineken 0.0,albert-heijn
2019-07-02,54.0,heineken 0.0,albert-heijn
2019-07-03,56.0,heineken 0.0,albert-heijn
2019-07-04,54.0,heineken 0.0,albert-heijn
2019-07-05,54.0,heineken 0.0,albert-heijn
2019-07-06,52.0,heineken 0.0,albert-heijn
2019-07-07,53.0,heineken 0.0,albert-heijn
2019-07-08,53.0,heineken 0.0,albert-heijn
2019-07-09,54.0,heineken 0.0,albert-heijn
2019-07-10,55.0,heineken 0.0,albert-heijn
2019-07-11,,heineken 0.0,albert-heijn
2019-07-12,55.0,heineken 0.0,albert-heijn
2019-07-13,54.0,heineken 0.0,albert-heijn
2019-07-14,53.0,heineken 0.0,albert-heijn
2019-07-15,52.0,heineken 0.0,albert-heijn
2019-07-16,56.0,heineken 0.0,albert-heijn
2019-07-17,57.0,heineken 0.0,albert-heijn
2019-07-18,56.0,heineken 0.0,albert-heijn
2019-07-19,,heineken 0.0,albert-heijn
2019-07-20,53.0,heineken 0.0,albert-heijn
2019-07-21,,heineken 0.0,albert-heijn
2019-07-22,53.0,heineken 0.0,albert-heijn
2019-07-23,55.0,heineken 0.0,albert-heijn
2019-07-24,57.0,heineken 0.0,albert-heijn
2019-07-25,58.0,heineken 0.0,albert-heijn
2019-07-26,56.0,heineken 0.0,albert-heijn
2019-07-27,53.0,heineken 0.0,albert-heijn
2019-07-28,53.0,heineken 0.0,albert-heijn
2019-07-29,52.0,heineken 0.0,albert-heijn
2019-07-30,54.0,heineken 0.0,albert-heijn
2019-07-31,58.0,heineken 0.0,albert-heijn
2019-08-01,56.0,heineken 0.0,albert-heijn
2019-08-02,57.0,heineken 0.0,albert-heijn
2019-08-03,53.0,heineken 0.0,albert-heijn
2019-08-04,53.0,heineken 0.0,albert-heijn
2019-08-05,54.0,heineken 0.0,albert-heijn
2019-08-06,54.0,heineken 0.0,albert-heijn
2019-08-07,56.0,heineken 0.0,albert-heijn
2019-08-08,56.0,heineken 0.0,albert-heijn
2019-08-09,55.0,heineken 0.0,albert-heijn
2019-08-10,53.0,heineken 0.0,albert-heijn
2019-08-11,52.0,heineken 0.0,albert-heijn
2019-08-12,54.0,heineken 0.0,albert-heijn
2019-08-13,54.0,heineken 0.0,albert-heijn
2019-08-14,58.0,heineken 0.0,albert-heijn
2019-08-15,54.0,heineken 0.0,albert-heijn
2019-08-16,55.0,heineken 0.0,albert-heijn
2019-08-17,54.0,heineken 0.0,albert-heijn
